As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status,Anomaly,Comments
2023-10-30,1111,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,14633,14633,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,37022,37022,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,21365,21365,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,42109,42109,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,14412,4341,10071,break,Yes,Sudden drop in IHub balance
2023-09-30,0000,1619205,4398,USD,ALL OTHER LOANS,PRINCIPAL,38649,38096,553,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,0000,1619205,4398,USD,ALL OTHER LOANS,PRINCIPAL,21327,21629,-302,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,0000,1619205,4398,USD,ALL OTHER LOANS,PRINCIPAL,26569,25676,893,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,0000,1619205,4398,USD,ALL OTHER LOANS,PRINCIPAL,27222,27028,194,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,0000,1619205,4398,USD,ALL OTHER LOANS,PRINCIPAL,24746,24131,615,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,0000,1619205,4398,USD,ALL OTHER LOANS,PRINCIPAL,38600,37724,876,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,15104,15104,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,12646,12646,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,46251,46251,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,18445,18445,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,28754,28754,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,48457,48457,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1619205,5402,USD,ALL OTHER LOANS,PRINCIPAL,21135,21135,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1619205,5402,USD,ALL OTHER LOANS,PRINCIPAL,24929,24929,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1619205,5402,USD,ALL OTHER LOANS,PRINCIPAL,33335,33335,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1619205,5402,USD,ALL OTHER LOANS,PRINCIPAL,18790,18790,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1619205,5402,USD,ALL OTHER LOANS,PRINCIPAL,13867,13867,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1619205,5402,USD,ALL OTHER LOANS,PRINCIPAL,11259,11259,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,27050,27050,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,11322,11322,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,13826,13826,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,10814,10814,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,34509,34509,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,16154,16154,0,match,No,Outstanding balances are in line with previous months
2023-09-30,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20135,20135,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16678,16678,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10683,10683,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45697,45697,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30895,30895,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1623456,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33647,33647,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,37899,37899,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41471,41471,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25681,25681,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23026,23026,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25535,25535,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1619205,6783,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31023,37573,-6550,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,29044,29044,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,34551,34551,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,27567,27567,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,18078,18078,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,15615,15615,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,45771,45771,0,match,No,Outstanding balances are in line with previous months
2023-09-30,2222,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23397,23397,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,29251,29251,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11360,11360,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16693,16693,0,match,No,Outstanding balances are in line with previous months
